Replicate,Harvest,Fauna Treatment,"Litter type (B, E, NL)",Soil depth (cm),Fraction,bulk density (g/cm3),volume (cm3),fraction %,g of soil in total section,Delta 13C,% Carbon,mgC/g soil,Carbon f value,litter derived C (mg/ g soil),g C in the soil in total section  ,mg litter-derived C in total section,Delta 15 N,% Nitrogen,mgN/g soil,Nitrogen f value,litter derived N (mg/ g soil),g N in the soil in total section  ,mg litter-derived N in total section,13C atom%,15 atom%
R2,H2,NF,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.18055,3.261489502,32.61489502,0.00050364,0.016426164,130.7994998,65.87585349,12.367,0.310559402,3.105594025,0.00100905,0.0031337,12.45474329,12.56745999,1.092318772,0.37081656
R3,H2,F,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.261489502,32.61489502,,,,,2.06592,0.310559402,3.105594025,,,,,1.091147565,0.367057262
R3,H2,NF,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.261489502,32.61489502,,,,,1.39172,0.310559402,3.105594025,,,,,1.091147565,0.366811208
R3,H2,F,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-11.987,3.261489502,32.61489502,0.00059467,0.019395113,130.7994998,77.78259204,13.27,0.310559402,3.105594025,0.001087075,0.003376012,12.45474329,13.53923494,1.092530459,0.37114609
R3,H2,NF,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-11.98,3.261489502,32.61489502,0.000597963,0.019502489,130.7994998,78.21321549,13.46436667,0.310559402,3.105594025,0.001171271,0.003637491,12.45474329,14.58787406,1.092538115,0.371217019
R4,H2,F,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.261489502,32.61489502,,,,,1.32923,0.310559402,3.105594025,,,,,1.091147565,0.366788401
R4,H2,NF,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.261489502,32.61489502,,,,,1.73343,0.310559402,3.105594025,,,,,1.091147565,0.366935917
R4,H2,F,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.44,3.261489502,32.61489502,0.000381615,0.012446346,130.7994998,49.91510269,10.926145,0.310559402,3.105594025,0.000931073,0.002891535,12.45474329,11.59627565,1.092035008,0.370290749
R4,H2,NF,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.3751,3.261489502,32.61489502,0.000412139,0.013441876,130.7994998,53.9075973,13.69115,0.310559402,3.105594025,0.001160159,0.003602983,12.45474329,14.44948249,1.09210599,0.371299778
R1,H2,F,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,1.5196,0.409492075,0.604763771,,,,,1.088921493,0.366857878
R1,H2,NF,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,3.59686,0.409492075,0.604763771,,,,,1.088921493,0.367615984
R1,H2,F,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,24.3296,4.272721507,6.310225104,0.018614498,0.117461671,2.782353533,51.79211378,191.247,0.409492075,0.604763771,0.018407304,0.01113207,0.266657146,4.908439069,1.132234142,0.436052217
R1,H2,NF,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,10.4727,4.272721507,6.310225104,0.012103551,0.076376134,2.782353533,33.67635882,230.897,0.409492075,0.604763771,0.022057047,0.013339303,0.266657146,5.881669087,1.117088634,0.45050059
R2,H2,F,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,4.36518,0.409492075,0.604763771,,,,,1.088921493,0.367896383
R2,H2,NF,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,2.89554,0.409492075,0.604763771,,,,,1.088921493,0.367360035
R2,H2,F,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,25.1867,4.272721507,6.310225104,0.019017224,0.120002962,2.782353533,52.91263955,233.289,0.409492075,0.604763771,0.022216264,0.013435591,0.266657146,5.924125479,1.133170795,0.451372095
R2,H2,NF,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,0.527187,4.272721507,6.310225104,0.00743045,0.04688781,2.782353533,20.67413781,138.395,0.409492075,0.604763771,0.013147878,0.00795136,0.266657146,3.505975628,1.106215387,0.416786541
R3,H2,F,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,2.63315,0.409492075,0.604763771,,,,,1.088921493,0.367264275
R3,H2,NF,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,2.33042,0.409492075,0.604763771,,,,,1.088921493,0.367153792
R3,H2,F,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,8.97008,4.272721507,6.310225104,0.011397515,0.071920884,2.782353533,31.71191543,126.177,0.409492075,0.604763771,0.011987488,0.007249598,0.266657146,3.196549266,1.115446,0.41233176
R3,H2,NF,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,8.69004,4.272721507,6.310225104,0.011265932,0.071090569,2.782353533,31.34580641,189.587,0.409492075,0.604763771,0.018169015,0.010987962,0.266657146,4.844897591,1.11513986,0.435447225
R4,H2,F,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,1.97749,0.409492075,0.604763771,,,,,1.088921493,0.367024988
R4,H2,NF,B,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,-15.2866425,4.272721507,6.310225104,,,,,3.60914,0.409492075,0.604763771,,,,,1.088921493,0.367620466
R4,H2,F,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,24.0901,4.272721507,6.310225104,0.018501964,0.116751557,2.782353533,51.47900455,213.184,0.409492075,0.604763771,0.020492112,0.012392887,0.266657146,5.464368045,1.131972409,0.44404653
R4,H2,NF,E,0-2,CLAY,0.701758354,628.3185307,14.76863188,65.11900034,4.74676,4.272721507,6.310225104,0.009413102,0.059398792,2.782353533,26.19057731,217.688,0.409492075,0.604763771,0.020774088,0.012563416,0.266657146,5.5395589,1.110828861,0.445687725
R1,H2,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,2.25659,0.422542717,0.627577671,,,,,1.089957116,0.367126848
R1,H2,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,1.51829,0.422542717,0.627577671,,,,,1.089957116,0.3668574
R1,H2,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-4.07268,4.266763887,6.337171686,0.004826366,0.03058551,5.510822101,26.59724452,58.7264,0.422542717,0.627577671,0.005479078,0.003438547,0.545743286,2.990170171,1.101185628,0.387731552
R1,H2,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-9.52981,4.266763887,6.337171686,0.002261081,0.014328859,5.510822101,12.46041599,50.3452,0.422542717,0.627577671,0.004737174,0.002972944,0.545743286,2.585280734,1.095217825,0.384673958
R2,H2,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,2.13616,0.422542717,0.627577671,,,,,1.089957116,0.367082896
R2,H2,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,3.86668,0.422542717,0.627577671,,,,,1.089957116,0.367714455
R2,H2,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-4.89086,4.266763887,6.337171686,0.004441756,0.028148173,5.510822101,24.47772925,60.9907,0.422542717,0.627577671,0.005710394,0.003583716,0.545743286,3.116409168,1.10029093,0.388557572
R2,H2,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-11.0977,4.266763887,6.337171686,0.001524048,0.009658155,5.510822101,8.398758653,26.7378,0.422542717,0.627577671,0.002219456,0.001392881,0.545743286,1.211252991,1.09350308,0.376060598
R3,H2,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,2.73104,0.422542717,0.627577671,,,,,1.089957116,0.3673
R3,H2,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,1.20302,0.422542717,0.627577671,,,,,1.089957116,0.36674234
R3,H2,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-9.59601,4.266763887,6.337171686,0.002229962,0.014131651,5.510822101,12.28892327,28.7007,0.422542717,0.627577671,0.002519866,0.001581412,0.545743286,1.375199909,1.095145426,0.376776836
R3,H2,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-6.99921,4.266763887,6.337171686,0.003450664,0.021867452,5.510822101,19.01599709,63.1593,0.422542717,0.627577671,0.006010798,0.003772242,0.545743286,3.280352533,1.097985326,0.389348667
R4,H2,F,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,2.40716,0.422542717,0.627577671,,,,,1.089957116,0.367181799
R4,H2,NF,B,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-14.3398075,4.266763887,6.337171686,,,,,2.44999,0.422542717,0.627577671,,,,,1.089957116,0.36719743
R4,H2,F,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-4.922,4.266763887,6.337171686,0.004427118,0.028055408,5.510822101,24.39706032,61.431,0.422542717,0.627577671,0.005726971,0.003594119,0.545743286,3.12545596,1.100256877,0.388718192
R4,H2,NF,E,5-Feb,CLAY,0.922677204,942.4777961,14.85240771,129.15695,-9.11041,4.266763887,6.337171686,0.002458232,0.015578241,5.510822101,13.54688193,52.5435,0.422542717,0.627577671,0.004860498,0.00305034,0.545743286,2.652584278,1.095676498,0.385475951
R1,H2,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.37436,1.365339613,0.60928505,,,,,1.085465099,0.365801695
R1,H2,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.43057,1.365339613,0.60928505,,,,,1.085465099,0.36578118
R1,H2,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,89.1606,27.39035313,12.22299019,0.050486457,0.617095463,5.3894559,272.0945313,630.718,1.365339613,0.60928505,0.061308225,0.037354185,0.268650703,16.4704978,1.203032447,0.59596049
R1,H2,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,11.2652,27.39035313,12.22299019,0.01393998,0.170388239,5.3894559,75.12890774,234.548,1.365339613,0.60928505,0.022888029,0.013945334,0.268650703,6.148885153,1.117954956,0.451830795
R2,H2,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.66092,1.365339613,0.60928505,,,,,1.085465099,0.36569711
R2,H2,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-2.26197,1.365339613,0.60928505,,,,,1.085465099,0.365477747
R2,H2,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,112.129,27.39035313,12.22299019,0.061262627,0.748812486,5.3894559,330.1722256,678.879,1.365339613,0.60928505,0.066005441,0.040216128,0.268650703,17.73240816,1.228090632,0.613453386
R2,H2,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,1.2512,27.39035313,12.22299019,0.009241674,0.112960893,5.3894559,49.80759539,228.734,1.365339613,0.60928505,0.02240295,0.013649783,0.268650703,6.018568391,1.107007018,0.449712506
R3,H2,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.72318,1.365339613,0.60928505,,,,,1.085465099,0.365674388
R3,H2,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.53834,1.365339613,0.60928505,,,,,1.085465099,0.365741848
R3,H2,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-0.527869,27.39035313,12.22299019,0.008406982,0.102758455,5.3894559,45.30905716,401.288,1.365339613,0.60928505,0.039087744,0.023815578,0.268650703,10.50094987,1.105061773,0.512542996
R3,H2,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,28.5842,27.39035313,12.22299019,0.0220656,0.269707614,5.3894559,118.9215789,437.538,1.365339613,0.60928505,0.042586439,0.025947281,0.268650703,11.44087689,1.136883463,0.525732294
R4,H2,F,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.59515,1.365339613,0.60928505,,,,,1.085465099,0.365721114
R4,H2,NF,B,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-18.446565,27.39035313,12.22299019,,,,,-1.17867,1.365339613,0.60928505,,,,,1.085465099,0.365873115
R4,H2,F,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,122.183,27.39035313,12.22299019,0.0659797,0.806469221,5.3894559,355.5946816,677.594,1.365339613,0.60928505,0.06587485,0.040136562,0.268650703,17.69732487,1.239055398,0.612986732
R4,H2,NF,E,0-2,LF,0.701758354,628.3185307,4.462516466,19.67647469,-1.9274,27.39035313,12.22299019,0.007750359,0.094732556,5.3894559,41.77021538,249.379,1.365339613,0.60928505,0.024302679,0.014807259,0.268650703,6.528931756,1.103531464,0.457233957
R1,H2,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.51323,1.189390457,0.325415289,,,,,1.086327907,0.365751012
R1,H2,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.16703,1.189390457,0.325415289,,,,,1.086327907,0.365512397
R1,H2,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,20.9184,25.30540549,6.923517679,0.018105634,0.125354674,6.020710205,109.0087731,208.691,1.189390457,0.325415289,0.020387961,0.006634554,0.28298204,5.769426919,1.128506151,0.442409289
R1,H2,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-6.84114,25.30540549,6.923517679,0.005076765,0.03514907,6.020710205,30.56572859,295.468,1.189390457,0.325415289,0.02886615,0.009393486,0.28298204,8.168601886,1.098158188,0.474021148
R2,H2,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.0068,1.189390457,0.325415289,,,,,1.086327907,0.365570876
R2,H2,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.00041,1.189390457,0.325415289,,,,,1.086327907,0.365573208
R2,H2,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,39.6597,25.30540549,6.923517679,0.026901815,0.18625519,6.020710205,161.9680307,244.305,1.189390457,0.325415289,0.023888935,0.007773825,0.28298204,6.760139427,1.148984444,0.455385487
R2,H2,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-11.5285,25.30540549,6.923517679,0.002876764,0.019917328,6.020710205,17.32016367,91.7519,1.189390457,0.325415289,0.00909272,0.00295891,0.28298204,2.573076401,1.09303192,0.399777947
R3,H2,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.3124,1.189390457,0.325415289,,,,,1.086327907,0.365459342
R3,H2,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-2.10532,1.189390457,0.325415289,,,,,1.086327907,0.365534919
R3,H2,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-5.43325,25.30540549,6.923517679,0.005737554,0.039724058,6.020710205,34.54415107,114.392,1.189390457,0.325415289,0.011318423,0.003683188,0.28298204,3.202910429,1.099697805,0.408034476
R3,H2,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,0.154356,25.30540549,6.923517679,0.008360083,0.057881181,6.020710205,50.33363555,244.248,1.189390457,0.325415289,0.023892733,0.007775061,0.28298204,6.761214358,1.105807731,0.455364721
R4,H2,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.97759,1.189390457,0.325415289,,,,,1.086327907,0.365581537
R4,H2,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.30540549,6.923517679,,,,,-1.80258,1.189390457,0.325415289,,,,,1.086327907,0.365645409
R4,H2,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,12.2872,25.30540549,6.923517679,0.014054602,0.097307285,6.020710205,84.61868574,357.014,1.189390457,0.325415289,0.034817459,0.011330133,0.28298204,9.852715447,1.119072135,0.49642948
R4,H2,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-4.28042,25.30540549,6.923517679,0.006278632,0.04347022,6.020710205,37.80182374,160.378,1.189390457,0.325415289,0.015729648,0.005118668,0.28298204,4.451207976,1.100958461,0.424800717
R1,H2,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.1041,0.397458875,0.403076108,,,,,1.087755079,0.36590033
R1,H2,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.94943,0.397458875,0.403076108,,,,,1.087755079,0.365956779
R1,H2,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,36.683,6.369623675,6.459644715,0.024907579,0.160894111,2.848236789,70.94268274,276.952,0.397458875,0.403076108,0.026970066,0.010870989,0.177727453,4.793321179,1.145732422,0.467277668
R1,H2,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,0.672064,6.369623675,6.459644715,0.007995582,0.051648618,2.848236789,22.7733102,199.493,0.397458875,0.403076108,0.019442216,0.007836693,0.177727453,3.455415504,1.106373796,0.439057386
R2,H2,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.31016,0.397458875,0.403076108,,,,,1.087755079,0.365825126
R2,H2,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-0.438,0.397458875,0.403076108,,,,,1.087755079,0.366143433
R2,H2,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,22.3691,6.369623675,6.459644715,0.01818527,0.117470384,2.848236789,51.79595516,251.232,0.397458875,0.403076108,0.024494851,0.009873289,0.177727453,4.353407425,1.130091609,0.457908993
R2,H2,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-4.41548,6.369623675,6.459644715,0.005606293,0.03621466,2.848236789,15.96804964,177.946,0.397458875,0.403076108,0.017303484,0.006974621,0.177727453,3.075304056,1.100810771,0.431204422
R3,H2,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.88238,0.397458875,0.403076108,,,,,1.087755079,0.365616285
R3,H2,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.44255,0.397458875,0.403076108,,,,,1.087755079,0.365776808
R3,H2,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,7.95474,6.369623675,6.459644715,0.011415782,0.073741893,2.848236789,32.51484908,135.751,0.397458875,0.403076108,0.013348749,0.005380562,0.177727453,2.37243922,1.11433602,0.415822551
R3,H2,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,4.60261,6.369623675,6.459644715,0.009841504,0.063572619,2.848236789,28.03093345,160.849,0.397458875,0.403076108,0.015740961,0.006344805,0.177727453,2.79760087,1.110671261,0.424972412
R4,H2,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,-1.25201,0.397458875,0.403076108,,,,,1.087755079,0.365846348
R4,H2,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,6.369623675,6.459644715,,,,,0.467,0.397458875,0.403076108,,,,,1.087755079,0.366473723
R4,H2,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,16.2834,6.369623675,6.459644715,0.015327212,0.099008345,2.848236789,43.65552941,264.178,0.397458875,0.403076108,0.025745029,0.010377206,0.177727453,4.575598362,1.123440259,0.462624877
R4,H2,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-3.37855,6.369623675,6.459644715,0.006093272,0.039360369,2.848236789,17.35508017,190.043,0.397458875,0.403076108,0.018390737,0.007412867,0.177727453,3.268538804,1.101944663,0.435613416
R1,H2,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-1.66917,0.334417229,0.30460104,,,,,1.088403135,0.365694099
R1,H2,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-1.27831,0.334417229,0.30460104,,,,,1.088403135,0.36583675
R1,H2,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,0.0497113,5.476315756,4.988054818,0.00742712,0.037046884,4.337626326,32.21607289,108.647,0.334417229,0.30460104,0.010699536,0.00325909,0.26488191,2.834113634,1.105693311,0.405939484
R1,H2,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-12.0505,5.476315756,4.988054818,0.001742856,0.008693459,4.337626326,7.559856259,60.6693,0.334417229,0.30460104,0.00600851,0.001830198,0.26488191,1.591545663,1.092461008,0.388440325
R2,H2,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.46222,0.334417229,0.30460104,,,,,1.088403135,0.366134593
R2,H2,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-2.73756,0.334417229,0.30460104,,,,,1.088403135,0.365304172
R2,H2,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-0.930715,5.476315756,4.988054818,0.00696655,0.034749532,4.337626326,30.21828932,115.679,0.334417229,0.30460104,0.011265825,0.003431582,0.26488191,2.984113311,1.104621289,0.408503786
R2,H2,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-12.0143,5.476315756,4.988054818,0.001759861,0.008778284,4.337626326,7.633619851,44.6388,0.334417229,0.30460104,0.004594545,0.001399503,0.26488191,1.217011756,1.0925006,0.382592066
R3,H2,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-1.07665,0.334417229,0.30460104,,,,,1.088403135,0.365910349
R3,H2,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.536149,0.334417229,0.30460104,,,,,1.088403135,0.366107612
R3,H2,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-10.771,5.476315756,4.988054818,0.002343921,0.011691606,4.337626326,10.16705281,44.9917,0.334417229,0.30460104,0.004468414,0.001361084,0.26488191,1.183602028,1.093860385,0.382720819
R3,H2,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-4.9206,5.476315756,4.988054818,0.005092238,0.025400364,4.337626326,22.08822726,70.1248,0.334417229,0.30460104,0.00685414,0.002087778,0.26488191,1.815537725,1.100258408,0.391889566
R4,H2,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-1.67602,0.334417229,0.30460104,,,,,1.088403135,0.365691599
R4,H2,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.476315756,4.988054818,,,,,-0.853,0.334417229,0.30460104,,,,,1.088403135,0.365991973
R4,H2,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-1.19537,5.476315756,4.988054818,0.006842224,0.034129388,4.337626326,29.67901023,118.447,0.334417229,0.30460104,0.011650692,0.003548813,0.26488191,3.08605767,1.104331904,0.409513134
R4,H2,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-10.6875,5.476315756,4.988054818,0.002383146,0.011887264,4.337626326,10.33719811,67.2574,0.334417229,0.30460104,0.006606533,0.002012357,0.26488191,1.749951027,1.093951707,0.390843602
R1,H2,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.00268489,0.228915529,1.616773681,,,,,1.088923312,0.366304266
R1,H2,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,-1.79661,0.228915529,1.616773681,,,,,1.088923312,0.365647588
R1,H2,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,23.2869,2.685042328,18.96378888,0.018123797,0.34369586,8.361661289,151.5450518,192.878,0.228915529,1.616773681,0.01870996,0.030249771,0.712880426,13.33796431,1.131094638,0.436646632
R1,H2,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,8.63115,2.685042328,18.96378888,0.011237489,0.213105373,8.361661289,93.96407851,195.814,0.228915529,1.616773681,0.019165964,0.030987027,0.712880426,13.6630408,1.115075481,0.437716635
R2,H2,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.262654,0.228915529,1.616773681,,,,,1.088923312,0.366399144
R2,H2,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,-0.132622,0.228915529,1.616773681,,,,,1.088923312,0.366254884
R2,H2,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,25.6645,2.685042328,18.96378888,0.019240962,0.364881534,8.361661289,160.886404,218.506,0.228915529,1.616773681,0.021171332,0.034229252,0.712880426,15.09262794,1.133692934,0.445985787
R2,H2,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,1.66011,2.685042328,18.96378888,0.007962002,0.150989718,8.361661289,66.57556081,140.583,0.228915529,1.616773681,0.013650006,0.02206897,0.712880426,9.730821739,1.107454112,0.417584262
R3,H2,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,-1.11604,0.228915529,1.616773681,,,,,1.088923312,0.365895973
R3,H2,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.685042328,18.96378888,,,,,0.173035,0.228915529,1.616773681,,,,,1.088923312,0.366366437
R3,H2,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,9.08555,2.685042328,18.96378888,0.011450998,0.217154317,8.361661289,95.74937058,111.365,0.228915529,1.616773681,0.010910092,0.017639149,0.712880426,7.777590931,1.115572231,0.406930651
R3,H2,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,6.88645,2.685042328,18.96378888,0.010417706,0.197559173,8.361661289,87.10932702,172.113,0.228915529,1.616773681,0.016679392,0.026966802,0.712880426,11.89041227,1.113168128,0.429078329
