Replicate,Harvest,Fauna Treatment,"Litter type (B, E, NL)",Soil depth (cm),Fraction,bulk density (g/cm3),volume (cm3),fraction %,g of soil in total section,Delta 13C,% Carbon,mgC/g soil,Carbon f value,litter derived C (mg/ g soil),g C in the soil in total section  ,mg litter-derived C in total section,Delta 15 N,% Nitrogen,mgN/g soil,Nitrogen f value,litter derived N (mg/ g soil),g N in the soil in total section  ,mg litter-derived N in total section,13C atom%,15 atom%
R4,H4,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,1.08359,23.29861742,6.374463736,0.008796216,0.060900759,6.020710205,52.95946956,166.344,1.111385342,0.304073217,0.013389974,0.004357302,0.28298204,3.789122163,1.106823755,0.426975474
R1,H4,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,4.404679915,4.466930666,,,,,1.85304,0.291058017,0.295171501,,,,,1.087755079,0.36697957
R1,H4,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,4.262299135,4.322537637,,,,,1.56285,0.283690925,0.287700291,,,,,1.087755079,0.366873663
R1,H4,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,12.9185,3.989835665,4.046223477,0.013746937,0.08880033,2.848236789,39.15453222,250.932,0.245083542,0.248547275,0.024166359,0.009740882,0.177727453,4.295025359,1.119762215,0.457799705
R1,H4,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,28.9895,5.798415721,5.880363953,0.021294442,0.137554529,2.848236789,60.65161262,288.983,0.321631678,0.326177255,0.027885546,0.011239997,0.177727453,4.956027105,1.137326342,0.471659431
R2,H4,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,2.76,2.79900671,,,,,0.987,0.19,0.192685245,,,,,1.087755079,0.366663502
R2,H4,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,5.092019891,5.163984726,,,,,2.4481,0.333913245,0.338632396,,,,,1.087755079,0.36719674
R2,H4,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,26.1168,4.647091628,4.712768351,0.019945321,0.128839689,2.848236789,56.80899779,296.907,0.288977363,0.293061442,0.028708599,0.01157175,0.177727453,5.102306184,1.134187203,0.47454519
R2,H4,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,17.257,6.618709744,6.712251082,0.015784449,0.101961931,2.848236789,44.95784772,387.151,0.439212636,0.44541997,0.037327139,0.015045678,0.177727453,6.634057376,1.124504412,0.507398404
R3,H4,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,4.319032141,4.380072443,,,,,1.82157,0.307626095,0.311973734,,,,,1.087755079,0.366968084
R3,H4,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,3.595127004,3.645936452,,,,,2.12623,0.261467428,0.265162712,,,,,1.087755079,0.367079272
R3,H4,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,14.6014,4.777612845,4.845134207,0.014537286,0.093905703,2.848236789,41.40563275,202.714,0.307400731,0.311745184,0.019491103,0.007856398,0.177727453,3.464104101,1.121601763,0.440231197
R3,H4,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,21.9414,6.363069907,6.452998321,0.017984407,0.116172881,2.848236789,51.22385004,245.181,0.404924597,0.410647342,0.023582499,0.009505542,0.177727453,4.191257549,1.129624185,0.455704621
R4,H4,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,3.771415433,3.824716342,,,,,2.23352,0.270318516,0.274138892,,,,,1.087755079,0.367118428
R4,H4,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,4.726864468,4.79366861,,,,,2.01803,0.322550393,0.327108954,,,,,1.087755079,0.367039784
R4,H4,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,2.724,6.8,6.896103489,0.008959243,0.057873526,2.848236789,25.51804501,129.871,0.5,0.507066433,0.012384213,0.004991781,0.177727453,2.201014695,1.108617328,0.413678664
R4,H4,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,15.9724,9.086358241,9.214774524,0.015181156,0.098064872,2.848236789,43.23952593,324.796,0.554754329,0.562594597,0.03131735,0.012623276,0.177727453,5.565952897,1.123100328,0.484700461
R1,H4,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.139903767,3.770795522,,,,,8.7877,0.301209383,0.27435396,,,,,1.088403135,0.369510355
R1,H4,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.390222185,3.998795886,,,,,6.17112,0.298154522,0.271571466,,,,,1.088403135,0.368555456
R1,H4,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-2.11215,3.860025063,3.515870426,0.006411552,0.031981173,4.337626326,27.81091671,94.3337,0.2322599,0.21155192,0.008305508,0.002529866,0.26488191,2.199978721,1.103329447,0.400719563
R1,H4,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-6.824,7.01,6.38499784,0.004198086,0.020940284,4.337626326,18.20972947,95.127,0.4,0.364336539,0.008634373,0.002630039,0.26488191,2.287089286,1.098176932,0.401008886
R2,H4,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.137844215,4.679760944,,,,,7.23761,0.37437417,0.340995473,,,,,1.088403135,0.368944665
R2,H4,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,2.863455426,2.608153597,,,,,10.494,0.211381627,0.192535126,,,,,1.088403135,0.370133045
R2,H4,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-5.65629,5.600904312,5.101535226,0.004746636,0.023676483,4.337626326,20.58913509,125.988,0.34632613,0.315448159,0.011527527,0.003511297,0.26488191,3.053433478,1.0994539,0.412262846
R2,H4,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-9.27236,4.084682772,3.720497956,0.003047931,0.015203245,4.337626326,13.22078399,85.779,0.264790439,0.24118208,0.007310497,0.002226785,0.26488191,1.936418305,1.095499383,0.397599485
R3,H4,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,3.818626101,3.47816254,,,,,5.8357,0.276362472,0.251722366,,,,,1.088403135,0.368433046
R3,H4,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.069568265,3.706731039,,,,,4.9202,0.293069842,0.26694013,,,,,1.088403135,0.368098937
R3,H4,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-11.2464,4.666935167,4.250837512,0.002120594,0.01057764,4.337626326,9.198345315,53.2078,0.309123223,0.281562212,0.004597954,0.001400542,0.26488191,1.217914938,1.093340449,0.385718301
R3,H4,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-4.68525,3.615767,3.293390084,0.005202798,0.02595184,4.337626326,22.56779249,81.7153,0.231015349,0.210418332,0.0074531,0.002270222,0.26488191,1.974191333,1.10051577,0.396117301
R4,H4,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.245381978,3.866869438,,,,,5.88864,0.303372855,0.276324539,,,,,1.088403135,0.368452367
R4,H4,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,3.646590731,3.321465612,,,,,7.27167,0.285953509,0.260458279,,,,,1.088403135,0.368957095
R4,H4,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-8.17303,3.684707511,3.356183951,0.003564358,0.017779214,4.337626326,15.46085385,85.7328,0.241714859,0.220163888,0.007749745,0.00236058,0.26488191,2.052767238,1.096701639,0.397582635
R4,H4,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-6.794,4.68,4.262737502,0.004212179,0.021010581,4.337626326,18.27085952,82.532,0.28,0.255035577,0.007305815,0.002225359,0.26488191,1.935178243,1.09820974,0.396415186
R1,H4,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,0.71,5.014554133,,,,,-1.734,0.06,0.423765138,,,,,1.088923312,0.365670439
R1,H4,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.373679121,16.76470767,,,,,1.55134,0.200276532,1.414503536,,,,,1.088923312,0.366869462
R1,H4,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,22.5586,1.619604949,11.43886858,0.01778159,0.337206322,8.361661289,148.6836341,188.932,0.134363519,0.948976255,0.018492529,0.029898234,0.712880426,13.18296197,1.130298708,0.435208506
R1,H4,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,15.5126,2.442425544,17.25024663,0.014470881,0.274422734,8.361661289,121.0006061,220.318,0.188589795,1.331963005,0.021224751,0.034315618,0.712880426,15.13070927,1.122597751,0.446646036
R2,H4,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.738432191,19.34086825,,,,,2.81095,0.239277805,1.689959867,,,,,1.088923312,0.367329164
R2,H4,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,1.641075383,11.59050894,,,,,1.93958,0.153201391,1.082023475,,,,,1.088923312,0.367011153
R2,H4,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,28.6759,1.945282782,13.73905044,0.02065593,0.391714702,8.361661289,172.7178929,251.233,0.147979482,1.045142424,0.024104864,0.038972109,0.712880426,17.18388545,1.136983666,0.457909357
R2,H4,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,19.5195,1.643502881,11.60765375,0.016353606,0.310126333,8.361661289,136.7433147,317.237,0.136541454,0.964358471,0.030591321,0.049459243,0.712880426,21.8079542,1.126977257,0.481948194
R3,H4,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.160634364,15.26002532,,,,,2.64451,0.188685466,1.332638712,,,,,1.088923312,0.367268421
R3,H4,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,1.229192707,8.681483618,,,,,0.729725,0.096479151,0.681408344,,,,,1.088923312,0.366569607
R3,H4,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,20.3727,2.124775428,15.00676254,0.0167545,0.317728796,8.361661289,140.095452,167.208,0.170683248,1.205493504,0.01596765,0.025816077,0.712880426,11.38302535,1.127909747,0.427290415
R3,H4,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,12.0926,2.112786616,14.92208853,0.012863923,0.243948724,8.361661289,107.5637687,194.868,0.157016468,1.108968422,0.018833802,0.030449996,0.712880426,13.42624906,1.118859414,0.437371875
R4,H4,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.043532714,14.43296538,,,,,3.1102,0.185555684,1.310533836,,,,,1.088923312,0.367438376
R4,H4,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,1.674165684,11.82421754,,,,,2.12045,0.148344024,1.0477171,,,,,1.088923312,0.367077163
R4,H4,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,11.5242,1.855680288,13.10621022,0.012596849,0.238883979,8.361661289,105.3305821,136.65,0.162462781,1.147434378,0.012957997,0.020950148,0.712880426,9.237502305,1.118238079,0.416150325
R4,H4,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,13.8796,1.700143078,12.00768944,0.013703582,0.259871839,8.361661289,114.5847127,204.826,0.141540328,0.999664281,0.019667587,0.031798037,0.712880426,14.0206378,1.120812785,0.441000847
R1,H4,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,1.56758345,11.49088755,,,,,2.67409,0.144658501,1.060393036,,,,,1.090518491,0.367279216
R1,H4,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,1.86170783,13.64691323,,,,,2.41968,0.165296941,1.211679391,,,,,1.090518491,0.367186368
R1,H4,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-4.93605,1.214534713,8.902927504,0.004180251,0.072613997,15.10563059,63.14533367,54.2095,0.09204401,0.674711999,0.005000512,0.007765578,1.350455259,6.752968219,1.100241513,0.386083739
R1,H4,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-6.6568,1.992922126,14.60875595,0.003371167,0.058559613,15.10563059,50.92360234,60.3657,0.148391991,1.087760707,0.005622399,0.008731341,1.350455259,7.592798274,1.098359779,0.388329572
R2,H4,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,1.698395049,12.44977837,,,,,3.99107,0.159173043,1.166789261,,,,,1.090518491,0.367759852
R2,H4,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.163634344,15.86013105,,,,,3.72353,0.202859439,1.487024505,,,,,1.090518491,0.367662213
R2,H4,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-5.1746,1.35046459,9.899336938,0.004068087,0.070665618,15.10563059,61.45101782,51.8224,0.111151294,0.814774499,0.004641696,0.007208352,1.350455259,6.268403267,1.09998065,0.385212878
R2,H4,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-8.32004,1.561342661,11.44514058,0.002589123,0.044974948,15.10563059,39.11033928,54.9556,0.126458992,0.926984819,0.004971585,0.007720656,1.350455259,6.713903573,1.096540866,0.386355928
R3,H4,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.175122142,15.94434028,,,,,3.5638,0.196946413,1.443680131,,,,,1.090518491,0.367603919
R3,H4,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,1.987239967,14.56710391,,,,,2.9506,0.1794456,1.315393584,,,,,1.090518491,0.36738013
R3,H4,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-8.97095,1.418658921,10.39922317,0.00228307,0.03965858,15.10563059,34.4872115,33.4246,0.121855985,0.893243302,0.002897662,0.004499943,1.350455259,3.913162679,1.095829016,0.378500485
R3,H4,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-6.74069,1.613900707,11.83040785,0.003331722,0.057874434,15.10563059,50.32776853,58.0422,0.134767495,0.987888801,0.005345715,0.008301663,1.350455259,7.219149043,1.098268038,0.387481952
R4,H4,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,1.894145898,13.88469464,,,,,2.84017,0.175800627,1.288674765,,,,,1.090518491,0.367339828
R4,H4,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.540721347,18.62429927,,,,,2.90643,0.230221035,1.687593746,,,,,1.090518491,0.36736401
R4,H4,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-4.3442,1.163595013,8.529523232,0.004458535,0.077447987,15.10563059,67.34898422,59.5694,0.102575871,0.751913907,0.005504561,0.008548343,1.350455259,7.433662812,1.100888717,0.388039081
R4,H4,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-7.17441,1.523428687,11.16721903,0.00312779,0.054331986,15.10563059,47.2472459,54.3413,0.125456696,0.919637665,0.004990869,0.007750603,1.350455259,6.739945856,1.09779373,0.386131822
R1,H6,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.59,45.9,,,,,4.2,0.34,3.4,,,,,1.08792384,0.367836101
R1,H6,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.08,40.8,,,,,3.662,0.3,3,,,,,1.08792384,0.367639757
R1,H6,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,58.385,4.71,47.1,0.035029678,1.834365846,23.08964583,808.822856,403.311,0.34,3.4,0.038731719,0.154884799,1.763232098,68.2930104,1.169436784,0.513279142
R1,H6,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,99.87,5.65,56.5,0.054513899,2.854677538,23.08964583,1258.706623,654.202,0.4,4,0.063128346,0.252444801,1.763232098,111.3099252,1.214717826,0.604491048
R2,H6,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.88,48.8,,,,,4.078,0.37,3.7,,,,,1.08792384,0.367791577
R2,H6,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.49,44.9,,,,,4.114,0.36,3.6,,,,,1.08792384,0.367804715
R2,H6,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,116.149,4.84,48.4,0.062159642,3.255054881,23.08964583,1435.244115,694.135,0.36,3.6,0.066965775,0.267790351,1.763232098,118.0762042,1.232475085,0.618993341
R2,H6,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,34.084,5.42,54.2,0.02361625,1.236689711,23.08964583,545.2908461,328.136,0.41,4.1,0.031444446,0.125743624,1.763232098,55.44385681,1.14289286,0.485916522
R3,H6,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.31,53.1,,,,,3.413,0.38,3.8,,,,,1.08792384,0.367548884
R3,H6,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.63,46.3,,,,,3.584,0.34,3.4,,,,,1.08792384,0.367611291
R3,H6,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,29.668,4.64,46.4,0.021542191,1.128079456,23.08964583,497.4015677,199.138,0.45,4.5,0.018992678,0.07595008,1.763232098,33.48849986,1.138067743,0.438928014
R3,H6,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,47.568,5.59,55.9,0.029949268,1.568324829,23.08964583,691.5179817,357.603,0.42,4.2,0.034353713,0.137377532,1.763232098,60.57356986,1.157623161,0.49664388
R4,H6,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.14,51.4,,,,,2.994,0.37,3.7,,,,,1.08792384,0.367395969
R4,H6,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.85,48.5,,,,,4.094,0.35,3.5,,,,,1.08792384,0.367797416
R4,H6,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,85.542,5.71,57.1,0.047784481,2.502284482,23.08964583,1103.326736,562.144,0.4,4,0.054256351,0.21696646,1.763232098,95.66653923,1.199083448,0.571042617
R4,H6,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,69.649,5.65,56.5,0.04032003,2.111400699,23.08964583,930.9752184,648.368,0.36,3.6,0.062522915,0.250023735,1.763232098,110.2424097,1.181735589,0.602371985
R1,H6,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.1,41,,,,,4.369,0.3,3,,,,,1.089334715,0.367897777
R1,H6,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,3.74,37.4,,,,,4.109,0.29,2.9,,,,,1.089334715,0.36780289
R1,H6,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,2.867,3.89,38.9,0.008353828,0.369386762,38.45180452,321.2197544,123.531,0.29,2.9,0.011564264,0.031440692,2.364258914,27.34091332,1.108773677,0.411366954
R1,H6,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-0.955,4.21,42.1,0.006557664,0.289964613,38.45180452,252.1540331,121.437,0.31,3.1,0.011385993,0.030956013,2.364258914,26.91943521,1.104594735,0.41060341
R2,H6,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.11,41.1,,,,,4.089,0.31,3.1,,,,,1.089334715,0.367795591
R2,H6,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,3.79,37.9,,,,,4.443,0.3,3,,,,,1.089334715,0.367924784
R2,H6,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,7.735,3.94,39.4,0.010641563,0.470545062,38.45180452,409.1872926,137.198,0.3,3,0.012917421,0.03511963,2.364258914,30.54012808,1.114095795,0.416350123
R2,H6,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-3.255,3.99,39.9,0.005476771,0.242170018,38.45180452,210.5917205,93.347,0.31,3.1,0.00862789,0.023457339,2.364258914,20.39856677,1.102079764,0.400359703
R3,H6,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.44,44.4,,,,,4.052,0.34,3.4,,,,,1.089334715,0.367782088
R3,H6,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.18,41.8,,,,,3.759,0.32,3.2,,,,,1.089334715,0.367675157
R3,H6,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,3.563,4.4,44,0.008680916,0.383849822,38.45180452,333.7968716,92.206,0.42,4.2,0.00855478,0.023258568,2.364258914,20.22571565,1.109534639,0.399943564
R3,H6,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,0.735,4.9,49,0.007351886,0.32508325,38.45180452,282.6932976,108.937,0.38,3.8,0.01020656,0.027749395,2.364258914,24.13095078,1.10644261,0.406045239
R4,H6,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,3.91,39.1,,,,,3.862,0.3,3,,,,,1.089334715,0.367712747
R4,H6,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.3,43,,,,,3.578,0.32,3.2,,,,,1.089334715,0.367609101
R4,H6,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,9.748,4.27,42.7,0.01158758,0.512375722,38.45180452,445.5633515,158.939,0.32,3.2,0.015048951,0.040914791,2.364258914,35.57961606,1.116296413,0.424276151
R4,H6,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,16.392,4.54,45.4,0.014709953,0.650439761,38.45180452,565.6242233,208.174,0.36,3.6,0.019853816,0.053978165,2.364258914,46.93956236,1.123558961,0.442220891
R1,H6,F,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.7,37,,,,,4.571,0.28,2.8,,,,,1.090336909,0.367971497
R1,H6,NF,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.11,31.1,,,,,5.548,0.25,2.5,,,,,1.090336909,0.368328051
R1,H6,F,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-10.19,3.39,33.9,0.001787802,0.068366878,66.80286198,119.4302884,47.774,0.26,2.6,0.004192785,0.014549985,6.062177623,25.41740887,1.094495806,0.383735906
R1,H6,NF,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-9.165,3.65,36.5,0.002269712,0.08679548,66.80286198,151.6232646,53.137,0.29,2.9,0.004618878,0.01602863,6.062177623,28.00045762,1.095616796,0.385692471
R2,H6,F,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.65,36.5,,,,,4.9,0.29,2.9,,,,,1.090336909,0.368091565
R2,H6,NF,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.1,31,,,,,5.198,0.24,2.4,,,,,1.090336909,0.36820032
R2,H6,F,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-9.552,3.58,35.8,0.002087762,0.079837559,66.80286198,139.4684531,42.145,0.29,2.9,0.003614686,0.012543839,6.062177623,21.91286764,1.095193557,0.381682214
R2,H6,NF,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-11.124,3.37,33.7,0.001348676,0.051574376,66.80286198,90.09542031,35.235,0.27,2.7,0.002915222,0.010116531,6.062177623,17.6725961,1.093474317,0.379161045
R3,H6,F,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.69,36.9,,,,,4.58,0.28,2.8,,,,,1.090336909,0.367974782
R3,H6,NF,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.73,37.3,,,,,4.236,0.29,2.9,,,,,1.090336909,0.367849239
R3,H6,F,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-9.743,3.86,38.6,0.001997962,0.076403546,66.80286198,133.4695668,34.824,0.35,3.5,0.002935137,0.010185638,6.062177623,17.79331957,1.09498467,0.379011084
R3,H6,NF,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-7.626,4.13,41.3,0.002993283,0.114465352,66.80286198,199.9598407,52.396,0.32,3.2,0.004673703,0.016218885,6.062177623,28.33281521,1.097299874,0.38542214
R4,H6,F,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.42,34.2,,,,,4.96,0.27,2.7,,,,,1.090336909,0.368113462
R4,H6,NF,B,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-13.99257,3.83,38.3,,,,,4.292,0.3,3,,,,,1.090336909,0.367869676
R4,H6,F,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-7.627,3.68,36.8,0.002992812,0.114447372,66.80286198,199.9284329,57.896,0.29,2.9,0.005137552,0.017828555,6.062177623,31.14475274,1.09729878,0.387428617
R4,H6,NF,E,10-May,BULK,1.112112849,1570.796327,100,1746.902778,-8.213,3.8,38,0.002717301,0.103911606,66.80286198,181.5234728,61.812,0.31,3.1,0.005582077,0.019371166,6.062177623,33.83954293,1.096657927,0.38885718
R1,H6,F,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,2.92,29.2,,,,,4.128,0.24,2.4,,,,,1.091147565,0.367809824
R1,H6,NF,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.58,35.8,,,,,4.518,0.28,2.8,,,,,1.091147565,0.367952155
R1,H6,F,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.781,3.01,30.1,0.000221236,0.007215597,130.7994998,28.93758863,18.164,0.24,2.4,0.001362114,0.004230173,12.45474329,16.96477805,1.09166205,0.372932006
R1,H6,NF,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-11.523,3.03,30.3,0.000812899,0.026512614,130.7994998,106.3267754,19.496,0.25,2.5,0.001453585,0.004514244,12.45474329,18.10402272,1.093037935,0.373418067
R2,H6,F,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,2.85,28.5,,,,,6.198,0.24,2.4,,,,,1.091147565,0.368565266
R2,H6,NF,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,2.63,26.3,,,,,6.214,0.22,2.2,,,,,1.091147565,0.368571105
R2,H6,F,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.375,2.83,28.3,0.000412186,0.01344341,130.7994998,53.91374906,17.049,0.24,2.4,0.001053239,0.003270934,12.45474329,13.11782511,1.092106099,0.372525126
R2,H6,NF,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.289,2.81,28.1,0.000452634,0.014762602,130.7994998,59.2042658,13.36,0.24,2.4,0.000693619,0.002154099,12.45474329,8.638846542,1.092200159,0.371178933
R3,H6,F,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.22,32.2,,,,,5.972,0.27,2.7,,,,,1.091147565,0.368482788
R3,H6,NF,B,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-13.251395,3.18,31.8,,,,,5.744,0.26,2.6,,,,,1.091147565,0.368399581
R3,H6,F,E,20-Oct,BULK,1.276557041,3141.592654,100,4010.422222,-12.527,3.26,32.6,0.000340698,0.011111815,130.7994998,44.56306831,15.36,0.28,2.8,0.000911215,0.002829864,12.45474329,11.34894855,1.091939855,0.371908779
